Article Headline,Article URL,Article Text,overall_sentiment_score,overall_sentiment_label,Stock Open,Stock Close,Stock High,Stock Low,volume,num_trades,adj_close,Ticker
"This Steel Company Has A Better 1-Year Return Than Tesla, Ford, Apple, Microsoft And Amazon",https://www.benzinga.com/markets/cryptocurrency/22/03/26038927/this-steel-company-has-a-better-1-year-return-than-tesla-ford-apple-microsoft-and-amazon,"United States Steel Corporation  ( NYSE: X )  is among the largest steel producers in the world and over the past year, has produced eye-popping returns for investors.
Since March 2021, United States Steel stock's one-year return has outperformed several of the world's most popular EV and tech stock",0.054233,Neutral,795.53,824.4,849.99,782.17,25682302.0,710562.0,821.517965,TSLA
"Wall Street rebounds on bank, tech boost, Dow rises nearly 600 pts",https://www.business-standard.com/article/international/wall-street-rebounds-on-bank-tech-boost-dow-rises-nearly-600-pts-122030901350_1.html,S&P 500 financials top S&P sectoral gainer; energy shares fall after strong rally this week,-0.118917,Neutral,839.48,858.97,860.56,832.01,19015970.0,521312.0,850.715956,TSLA
Social Media Crown Elon Musk 'Superman' for His Support of Ukraine,https://www.thestreet.com/investing/social-media-crown-elon-musk-superman-for-his-support-of-ukraine,The billionaire has become one of Ukraine's biggest supporters since Russia invaded the country.,-0.130836,Neutral,851.45,838.3,854.45,810.3601,19210350.0,559271.0,830.235671,TSLA
"Bill Gross Releases Investment Outlook, ""In the Parking Lot""",https://www.prnewswire.com/news-releases/bill-gross-releases-investment-outlook-in-the-parking-lot-301500784.html,"LAGUNA BEACH, Calif., March 11, 2022 /PRNewswire/ -- Legendary bond and fixed income investor William H.  ( Bill )  Gross today released a new Investment Outlook, ""In the Parking Lot"". In his latest Investment Outlook, Mr. Gross acknowledges turmoil in the markets and offers a few investment ideas that he believes might do well in almost all scenarios. Specifically, buyouts and acquisitions ""that offer and have already provided annualized returns of 5-10% that beat cash with reduced risk compared to Tesla and other 'high flyers'. Companies such as Microsoft, Oracle, and Qualcomm have announced acquisitions at fixed prices that provide single digit capital gains opportunities if completed.""",-0.142027,Neutral,840.197,795.35,843.802,793.77,21892445.0,731665.0,808.992306,TSLA
Deglobalization Creates Opportunity For Nevada-Based Lithium Miner,https://www.forbes.com/sites/jonmarkman/2022/03/14/deglobalization-creates-opportunity-for-nevada-based-lithium-miner/,"The biggest surprise of the Russian invasion, apart from the Ukrainian stiff resistance, is how quickly Western business leaders moved to cut ties with Russia. Here is how to profit off this macro economic trend.",-0.095059,Neutral,780.56,766.03,800.7,756.04,22786207.0,767451.0,773.994501,TSLA
Intel to Invest €17 Billion in German Chip Gigafactory,https://www.prnewswire.com/news-releases/intel-to-invest-17-billion-in-german-chip-gigafactory-301503170.html,"BERLIN, March 15, 2022 /PRNewswire/ -- The German city of Magdeburg in the regional state of Saxony-Anhalt has beaten out competition from around Europe and attracted a landmark investment from the world's largest maker of semiconductors. Intel will initially spend EUR 17 billion on its new location but could put around EUR 80 billion in its European operations, if it builds all of the construction facilities - or ""fabs"" - that are planned. By comparison, the gigafactory carmaker Tesla is building outside Berlin is worth EUR 5.8 billion.",0.188504,Somewhat-Bullish,775.27,801.89,805.57,756.57,21886701.0,607898.0,788.104498,TSLA
General Motors  ( GM )  to Deliver Cadillac's 1st Luxury EV Lyriq,https://www.zacks.com/stock/news/1883013/general-motors-gm-to-deliver-cadillacs-1st-luxury-ev-lyriq,"General Motors (GM) is prepared to deliver Cadillac's Lyriq in May, but the ongoing chip crisis may hurt volumes. It noted that most of its dealers are equipped to sell the vehicle by May.",-0.021171,Neutral,808.0,840.23,842.0,802.2601,27326647.0,730514.0,827.672525,TSLA
Crypto miner Hut 8 posts record revenue as BTC holdings surge 100%,https://cointelegraph.com/news/crypto-miner-hut-8-posts-record-revenue-as-btc-holdings-surge-100,"The financial results weren't all positive, however, as the Bitcoin miner posted a surprise loss in the fourth quarter.",0.024638,Neutral,830.83,871.6,875.0,825.7178,21832556.0,596800.0,856.533806,TSLA
Nvidia Spring 2022 GTC Is Back With More Than 50 Free Automotive Sessions,https://www.forbes.com/sites/samabuelsamid/2022/03/18/nvidia-spring-2022-gtc-is-back-with-more-than-50-free-automotive-sessions/,"As always, company founder and CEO Jensen Huang will be delivering his signature keynote to announce the latest technical advances in areas ranging from graphic rendering to artificial intelligence for health care and automated driving.",0.087125,Neutral,874.49,905.39,907.85,867.39,33384628.0,692802.0,896.2399,TSLA
Why Nio Stock Is Sinking Today,https://www.fool.com/investing/2022/03/21/why-nio-stock-is-sinking-today/,An analyst downgrade just before earnings is hitting the EV stock.,-0.161107,Somewhat-Bearish,914.98,921.16,942.85,907.09,27045590.0,736829.0,922.470259,TSLA
"Xiaomi, World's No. 3 Smartphone Maker, Says Global Sales Jumped As Profit Dropped In 4th Quarter",https://www.forbes.com/sites/russellflannery/2022/03/22/xiaomi-worlds-no-3-smartphone-maker-says-global-sales-jumped-as-profit-dropped-in-4th-quarter/,International sales now account for about half of Xiaomi's business,-0.00254,Neutral,930.0,993.98,997.86,921.75,35093226.0,934124.0,963.001715,TSLA
Why Tesla Stock Went Up Again,https://www.fool.com/investing/2022/03/23/why-tesla-stock-went-up-again/,Tesla is in Germany now.,0.110228,Neutral,979.94,999.11,1040.7,976.4,40075930.0,1117485.0,1009.661743,TSLA
"Top Analyst Reports for Tesla, Cisco & AMD",https://www.zacks.com/research-daily/1886940/top-analyst-reports-for-tesla-cisco-amd,"Today's Research Daily features new research reports on 16 major stocks, including Tesla, Inc. (TSLA), Cisco Systems, Inc., (CSCO) and Advanced Micro Devices, Inc. (AMD)",0.314136,Somewhat-Bullish,1009.99,1013.92,1024.49,988.8,22779780.0,676954.0,1008.857952,TSLA
Alpine 4 Holdings  ( ALPP )  Subsidiary ElecJet Releases the Results from The Battery Innovation Center  ( BIC )  On Its AX Class Solid-State Batteries,https://www.prnewswire.com/news-releases/alpine-4-holdings-alpp-subsidiary-elecjet-releases-the-results-from-the-battery-innovation-center-bic-on-its-ax-class-solid-state-batteries-301510612.html,"PHOENIX, March 25, 2022 /PRNewswire/ -- Alpine 4 Holdings, Inc.  ( Nasdaq: ALPP ) , a leading operator and owner of small market businesses announced today that its subsidiary, ElecJet, has released specifications on third-party testing of its AX Class of Solid-State Batteries.",0.311658,Somewhat-Bullish,1008.048,1010.64,1021.7999,997.3201,20508872.0,585346.0,1007.503106,TSLA
"Oil Prices Plunge On Shanghai Lockdown, And Ukraine Is Willing To Negotiate With Russia",https://www.benzinga.com/news/earnings/22/03/26326980/oil-prices-plunge-on-shanghai-lockdown-and-ukraine-is-willing-to-negotiate-with-russia,"This post contains sponsored advertising content. This content is for informational purposes only and not intended to be investing advice.
 ( Monday Market Open )  U.S. Stock Futures are flat this morning. The price of Crude Oil  ( CL )  dropped 6% Monday to $108 a barrel. A COVID-19 lockdown is und",-0.143152,Neutral,1065.1,1091.84,1097.8799,1053.6,65336935.0,2121994.0,1079.713266,TSLA
AMC Stock Halted At Open: Are Apes Overlooking The Hycroft Mining Angle?,https://www.benzinga.com/m-a/22/03/26353284/amc-stock-halted-at-open-are-apes-overlooking-the-hycroft-mining-angle,"In a flash from the past, meme stock volatility on Tuesday sparked trading halts in AMC Entertainment Holdings Inc  ( NYSE: AMC )  and GameStop Corp  ( NYSE: GME )  shortly after the market open.
The former is holding up well after CEO Adam Aron said the company is actively searching for transformat",-0.025373,Neutral,1107.99,1099.57,1114.77,1073.11,24598310.0,833574.0,1096.618704,TSLA
Why Nio Stock Is Blasting Higher Today,https://www.fool.com/investing/2022/03/30/why-nio-stock-is-blasting-higher-today/,"Nio postpones the launch of its SUV, but investors are paying attention to other news.",-0.115569,Neutral,1091.17,1093.99,1113.95,1084.0,19955002.0,597499.0,1098.548645,TSLA
"Volkswagen, Tesla Hit by Shanghai Covid Lockdown",https://www.thestreet.com/investing/volkswagen-tesla-hit-by-shanghai-covid-lockdown,"Volkswagen and Tesla are among the companies hit by the lockdown in Shanghai, which one resident calls 'a ghost town.'",-0.150276,Somewhat-Bearish,1094.57,1077.6,1103.1399,1076.641,16261241.0,506972.0,1089.405932,TSLA
'Venmo Meets Robinhood': How Staax Will Let You Pay Your Friends In Stocks And More,https://www.benzinga.com/node/26415993,"Gone are the days when simplified trading apps were the paradigm shift in financial services. Consumers now demand more.
They want education, information and easy back-and-forth communication with their financial services providers and embedded networks, as well as access.
That's according to Nikki ",-0.044671,Neutral,1081.15,1084.59,1094.75,1066.64,18057555.0,548116.0,1081.406344,TSLA
Top Social Media Stocks To Watch As Elon Musk Takes Stake in Twitter,https://stockmarket.com/featured/top-social-media-stocks-to-watch-as-elon-musk-takes-stake-in-twitter-2022-04-04,"Could one of these social media firms be your next big investment?
The post Top Social Media Stocks To Watch As Elon Musk Takes Stake in Twitter appeared first on Stock Market News, Quotes, Charts and Financial Information | StockMarket.com.",0.147946,Neutral,1089.38,1145.45,1149.91,1072.53,27372047.0,858339.0,1122.312887,TSLA
'Come and see' says Spanish PM after Musk tells country to build solar park,https://www.reuters.com/business/energy/come-see-says-spanish-pm-after-musk-tells-country-build-solar-park-2022-04-05/,"Elon Musk talks at the Automotive World News Congress at the Renaissance Center in Detroit, Michigan, January 13, 2015. REUTERS/Rebecca Cook",0.136385,Neutral,1136.3,1091.26,1152.87,1087.3,26708023.0,856933.0,1114.093096,TSLA
Electric Vehicle Checkpoint: DeLorean Releases Sneak Peek of Its EV,https://www.thestreet.com/technology/electric-vehicle-checkpoint-delorean-releases-sneak-peek-of-its-ev,"See the latest news for the top stocks in the electric vehicle space including Tesla, Ford, General Motors, Rivian, and more.",-0.055878,Neutral,1073.47,1045.54,1079.0,1027.7,29241024.0,959026.0,1047.242127,TSLA
China's Worries Switch From Nickel To Lithium,https://www.benzinga.com/markets/asia/22/04/26527135/chinas-worries-switch-from-nickel-to-lithium,"Nickel is not the battery-destined metal that concerns China the most. In March, the government of the Asian giant summoned several market players to find ways to curb lithium's whopping increase of 472% since last June.
How is China preparing for the next three years and what opportunities lie ahea",-0.0817,Neutral,1052.39,1057.01,1076.59,1021.5401,25796269.0,766967.0,1051.195177,TSLA
Mercedes-Benz  ( DDAIF )  Reports U.S. Auto Sales Numbers for Q1,https://www.zacks.com/stock/news/1895728/mercedes-benz-ddaif-reports-us-auto-sales-numbers-for-q1,"Mercedes-Benz USA, the parent company of Mercedes-Benz Group (DDAIF) sells 75,939 vehicles in the first quarter of 2022, down 15.5% year over year.",0.010784,Neutral,1043.21,1025.49,1048.44,1022.435,18370032.0,579470.0,1034.426294,TSLA
Elon Musk Isn't Wrong About Twitter Blue,https://www.fool.com/investing/2022/04/11/elon-musk-isnt-wrong-about-twitter-blue/,"Say what you will about the tumultuous weeklong fling between Twitter and Musk, the provocative billionaire had some good ideas to fix the latter's flawed subscription program.",-0.435689,Bearish,980.49,975.73,1008.4681,974.64,19247775.0,753108.0,988.226289,TSLA
"Why Tesla, Rivian, and Lucid Stocks Moved Up Today",https://www.fool.com/investing/2022/04/12/why-tesla-rivian-and-lucid-stocks-moved-up-today/,"Tesla is facing challenges at home and abroad, but it has momentum with growing production capacity.",-0.074082,Neutral,997.64,986.95,1021.1921,976.6001,21911504.0,611390.0,997.269352,TSLA
"Cathie Wood Watch: Ark Buys a Spectrometry Stock, More Biotech",https://www.thestreet.com/investing/cathie-wood-ark-spectrometry-biotech-stocks,Ark ETFs also bought shares of a 3D printer maker and a robotics software provider.,-0.019565,Neutral,981.075,1022.37,1026.24,973.097,18354275.0,518724.0,1004.878581,TSLA
Market Rally Struggles Amid Hot Inflation: Weekly Review,https://www.investors.com/news/market-rally-struggles-amid-hot-inflation-delta-lifts-travel-stocks-elon-musk-offers-to-buy-twitter-weekly-review/,Market Rally Struggles Amid Hot Inflation: Weekly Review Investor's Business Daily,-0.147094,Neutral,999.29,985.0,1012.7099,982.19,19448903.0,579100.0,991.712138,TSLA
"If You Lease A Tesla, Get Ready To Go Shopping Again: EV Giant Ends Lease Buybacks",https://www.benzinga.com/news/22/04/26666442/if-you-lease-a-tesla-get-ready-to-go-shopping-again-ev-giant-ends-lease-buybacks,"Electric vehicle leader Tesla is changing its policy for people who lease vehicles from the company. Here's what investors and customers who lease Tesla vehicles should know.
What Happened: If you've ever leased a vehicle, chances are you know that at the end of the lease you can buy the vehicle. Th",-0.155523,Somewhat-Bearish,989.03,1004.29,1014.92,973.41,17210701.0,543314.0,997.42495,TSLA
Do poison pills work? A finance expert explains the anti-takeover tool that Twitter hopes will keep Elon Musk at bay,https://www.marketwatch.com/story/do-poison-pills-work-a-finance-expert-explains-the-anti-takeover-tool-that-twitter-hopes-will-keep-elon-musk-atbay-11650384088,No company has ever had to swallow the pill to stop  a hostile takeover. That's how effective they are.,-0.266227,Somewhat-Bearish,1005.06,1028.15,1034.94,995.325,16590726.0,526924.0,1021.441997,TSLA
Netflix Reels From Russia And Competition,https://www.forbes.com/sites/jonmarkman/2022/04/20/netflix-reels-from-russia-and-competition/,"Traders do not care about unique disruptions like pandemics or wars. Unfortunately for shareholders, traders are not treating the Russian choice as an extraordinary event. Shares lost $90 in after-hours trade on Tuesday, sending shares very near their pandemic lows at $260.",-0.213537,Somewhat-Bearish,1030.0,977.2,1034.0,975.2501,23556408.0,861588.0,998.419695,TSLA
Musk Turns Up Heat On Twitter With Offers To Finance Takeover,https://www.investors.com/news/technology/twitter-stock-musk-gets-finance-commitments/,Twitter Stock: Musk Gets Finance Commitments Investor's Business Daily,-0.032925,Neutral,1074.73,1008.78,1092.22,996.415,35066333.0,1116917.0,1046.308315,TSLA
Musk's Starlink Flying High on In-Flight Wi-Fi,https://www.thestreet.com/investing/musk-spacex-starlink-first-deal-satellite-internet-on-planes-jsx,SpaceX gets its first deal to add Starlink satellite internet service to an air carrier's fleet of planes.,0.015177,Neutral,1014.91,1005.05,1034.85,994.0001,23183920.0,689893.0,1013.88235,TSLA
